,,,Cell Identity_0,,,,R0 RSRP_0,,,,R0 RS-CINR_0,,,,R0 RSRQ_0
45967.92639,-97.33805169,49.88254473,411,45967.92639,-97.33805169,49.88254473,-123.14,45967.92639,-97.33805169,49.88254473,-12.4,45967.92639,-97.33805169,49.88254473,-23.4
45967.9264,-97.33805169,49.88254473,411,45967.9264,-97.33805169,49.88254473,-123.23,45967.9264,-97.33805169,49.88254473,-12.3,45967.9264,-97.33805169,49.88254473,-23.31
45967.92641,-97.33805169,49.88254473,411,45967.92641,-97.33805169,49.88254473,-123.49,45967.92641,-97.33805169,49.88254473,-11.49,45967.92641,-97.33805169,49.88254473,-22.53
45967.92642,-97.33805169,49.88254473,411,45967.92642,-97.33805169,49.88254473,-123.66,45967.92642,-97.33805169,49.88254473,-9.43,45967.92642,-97.33805169,49.88254473,-20.74
45967.92643,-97.33805169,49.88254473,411,45967.92643,-97.33805169,49.88254473,-120.78,45967.92643,-97.33805169,49.88254473,-9.01,45967.92643,-97.33805169,49.88254473,-19.71
45967.92645,-97.33805169,49.88254473,411,45967.92645,-97.33805169,49.88254473,-125.42,45967.92645,-97.33805169,49.88254473,-11.49,45967.92645,-97.33805169,49.88254473,-22.7
45967.92646,-97.33805169,49.88254473,411,45967.92646,-97.33805169,49.88254473,-121.85,45967.92646,-97.33805169,49.88254473,-9.35,45967.92646,-97.33805169,49.88254473,-20.62
45967.92647,-97.33805169,49.88254473,411,45967.92647,-97.33805169,49.88254473,-117.18,45967.92647,-97.33805169,49.88254473,-8.91,45967.92647,-97.33805169,49.88254473,-19.82
45967.92648,-97.33805169,49.88254473,411,45967.92648,-97.33805169,49.88254473,-117.94,45967.92648,-97.33805169,49.88254473,-8.4,45967.92648,-97.33805169,49.88254473,-20.69
45967.92649,-97.33805169,49.88254473,411,45967.92649,-97.33805169,49.88254473,-117.44,45967.92649,-97.33805169,49.88254473,-8.04,45967.92649,-97.33805169,49.88254473,-18.47
45967.9265,-97.33805169,49.88254473,411,45967.9265,-97.33805169,49.88254473,-121.18,45967.9265,-97.33805169,49.88254473,-7.94,45967.9265,-97.33805169,49.88254473,-18.92
45967.92652,-97.33805169,49.88254473,411,45967.92652,-97.33805169,49.88254473,-119.95,45967.92652,-97.33805169,49.88254473,-9.11,45967.92652,-97.33805169,49.88254473,-19.9
45967.92653,-97.33805169,49.88254473,411,45967.92653,-97.33805169,49.88254473,-116.24,45967.92653,-97.33805169,49.88254473,-8.5,45967.92653,-97.33805169,49.88254473,-19.38
45967.92654,-97.33805169,49.88254473,411,45967.92654,-97.33805169,49.88254473,-117.1,45967.92654,-97.33805169,49.88254473,-9.3,45967.92654,-97.33805169,49.88254473,-20.25
45967.92655,-97.33805169,49.88254473,411,45967.92655,-97.33805169,49.88254473,-117.34,45967.92655,-97.33805169,49.88254473,-9.19,45967.92655,-97.33805169,49.88254473,-19.98
45967.92656,-97.33805169,49.88254473,411,45967.92656,-97.33805169,49.88254473,-116.76,45967.92656,-97.33805169,49.88254473,-8.83,45967.92656,-97.33805169,49.88254473,-19.69
45967.92657,-97.33805169,49.88254473,411,45967.92657,-97.33805169,49.88254473,-121.32,45967.92657,-97.33805169,49.88254473,-8.66,45967.92657,-97.33805169,49.88254473,-19.54
45967.92659,-97.33805169,49.88254473,411,45967.92659,-97.33805169,49.88254473,-115.58,45967.92659,-97.33805169,49.88254473,-8.18,45967.92659,-97.33805169,49.88254473,-19.21
45967.9266,-97.33805169,49.88254473,411,45967.9266,-97.33805169,49.88254473,-115.27,45967.9266,-97.33805169,49.88254473,-8.78,45967.9266,-97.33805169,49.88254473,-19.69
45967.92661,-97.33805169,49.88254473,411,45967.92661,-97.33805169,49.88254473,-114.81,45967.92661,-97.33805169,49.88254473,-8.21,45967.92661,-97.33805169,49.88254473,-19.14
45967.92662,-97.33804912,49.88254661,411,45967.92662,-97.33804912,49.88254661,-114.06,45967.92662,-97.33804912,49.88254661,-7.71,45967.92662,-97.33804912,49.88254661,-18.38
45967.92663,-97.33804214,49.88255171,411,45967.92663,-97.33804214,49.88255171,-112.07,45967.92663,-97.33804214,49.88255171,-8.92,45967.92663,-97.33804214,49.88255171,-20.13
45967.92664,-97.33803591,49.88255627,411,45967.92664,-97.33803591,49.88255627,-122.75,45967.92664,-97.33803591,49.88255627,-10.07,45967.92664,-97.33803591,49.88255627,-21.18
45967.92665,-97.33803151,49.88255949,411,45967.92665,-97.33803151,49.88255949,-120.21,45967.92665,-97.33803151,49.88255949,-9.38,45967.92665,-97.33803151,49.88255949,-20.2
45967.92667,-97.33802328,49.88256551,411,45967.92667,-97.33802328,49.88256551,-118.38,45967.92667,-97.33802328,49.88256551,-8.89,45967.92667,-97.33802328,49.88256551,-19.8
45967.92668,-97.33801707,49.88257006,411,45967.92668,-97.33801707,49.88257006,-121.3,45967.92668,-97.33801707,49.88257006,-10.37,45967.92668,-97.33801707,49.88257006,-21.57
45967.92669,-97.33801476,49.8825744,411,45967.92669,-97.33801476,49.8825744,-120.95,45967.92669,-97.33801476,49.8825744,-9.89,45967.92669,-97.33801476,49.8825744,-21.06
45967.9267,-97.33801602,49.88257832,411,45967.9267,-97.33801602,49.88257832,-124.26,45967.9267,-97.33801602,49.88257832,-12.75,45967.9267,-97.33801602,49.88257832,-23.78
45967.92671,-97.33801737,49.88258252,411,45967.92671,-97.33801737,49.88258252,-121.79,45967.92671,-97.33801737,49.88258252,-12.97,45967.92671,-97.33801737,49.88258252,-24.01
45967.92672,-97.33801839,49.8825857,411,45967.92672,-97.33801839,49.8825857,-124.07,45967.92672,-97.33801839,49.8825857,-10.76,45967.92672,-97.33801839,49.8825857,-21.96
45967.92674,-97.33802004,49.88259085,411,45967.92674,-97.33802004,49.88259085,-123.45,45967.92674,-97.33802004,49.88259085,-9.06,45967.92674,-97.33802004,49.88259085,-19.84
45967.92675,-97.33802133,49.8825949,411,45967.92675,-97.33802133,49.8825949,-112.96,45967.92675,-97.33802133,49.8825949,-9.86,45967.92675,-97.33802133,49.8825949,-21.09
45967.92676,-97.33802255,49.88259868,411,45967.92676,-97.33802255,49.88259868,-120.22,45967.92676,-97.33802255,49.88259868,-12.28,45967.92676,-97.33802255,49.88259868,-23.41
45967.92677,-97.33802387,49.8826028,411,45967.92677,-97.33802387,49.8826028,-121.6,45967.92677,-97.33802387,49.8826028,-14.97,45967.92677,-97.33802387,49.8826028,-25.9
45967.92678,-97.33802528,49.8826072,411,45967.92678,-97.33802528,49.8826072,-124.39,45967.92678,-97.33802528,49.8826072,-16.5,45967.92678,-97.33802528,49.8826072,-27.39
45967.92679,-97.3380265,49.88261101,411,45967.92679,-97.3380265,49.88261101,-125.43,45967.92679,-97.3380265,49.88261101,-16.05,45967.92679,-97.3380265,49.88261101,-27.03
45967.92681,-97.33802781,49.88261509,411,45967.92681,-97.33802781,49.88261509,-125.29,45967.92681,-97.33802781,49.88261509,-12.89,45967.92681,-97.33802781,49.88261509,-23.97
45967.92682,-97.33802972,49.88261862,411,45967.92682,-97.33802972,49.88261862,-127.88,45967.92682,-97.33802972,49.88261862,-17.48,45967.92682,-97.33802972,49.88261862,-28.29
45967.92683,-97.33803235,49.88262078,411,45967.92683,-97.33803235,49.88262078,-117.03,45967.92683,-97.33803235,49.88262078,-11.42,45967.92683,-97.33803235,49.88262078,-22.57
45967.92684,-97.33803478,49.88262276,411,45967.92684,-97.33803478,49.88262276,-118.94,45967.92684,-97.33803478,49.88262276,-13.3,45967.92684,-97.33803478,49.88262276,-24.27
45967.92685,-97.33803672,49.88262435,411,45967.92685,-97.33803672,49.88262435,-116.43,45967.92685,-97.33803672,49.88262435,-12.23,45967.92685,-97.33803672,49.88262435,-23.3
45967.92686,-97.33803988,49.88262694,411,45967.92686,-97.33803988,49.88262694,-118.04,45967.92686,-97.33803988,49.88262694,-15.28,45967.92686,-97.33803988,49.88262694,-26.25
45967.92687,-97.33804244,49.88262904,411,45967.92687,-97.33804244,49.88262904,-118.23,45967.92687,-97.33804244,49.88262904,-11.81,45967.92687,-97.33804244,49.88262904,-22.93
45967.92689,-97.33804502,49.88263114,411,45967.92689,-97.33804502,49.88263114,-117.14,45967.92689,-97.33804502,49.88263114,-10.68,45967.92689,-97.33804502,49.88263114,-21.98
45967.9269,-97.33804771,49.88263335,411,45967.9269,-97.33804771,49.88263335,-119.99,45967.9269,-97.33804771,49.88263335,-11.3,45967.9269,-97.33804771,49.88263335,-22.4
45967.92691,-97.33805504,49.88263392,411,45967.92691,-97.33805504,49.88263392,-118.5,45967.92691,-97.33805504,49.88263392,-11.45,45967.92691,-97.33805504,49.88263392,-22.84
45967.92692,-97.33807743,49.88262975,411,45967.92692,-97.33807743,49.88262975,-118.82,45967.92692,-97.33807743,49.88262975,-10.01,45967.92692,-97.33807743,49.88262975,-21.45
45967.92693,-97.33809665,49.88262495,411,45967.92693,-97.33809665,49.88262495,-119.97,45967.92693,-97.33809665,49.88262495,-10.54,45967.92693,-97.33809665,49.88262495,-22.03
45967.92694,-97.33809397,49.88261828,411,45967.92694,-97.33809397,49.88261828,-119.71,45967.92694,-97.33809397,49.88261828,-10.82,45967.92694,-97.33809397,49.88261828,-21.96
45967.92696,-97.3380909,49.88261065,411,45967.92696,-97.3380909,49.88261065,-123.01,45967.92696,-97.3380909,49.88261065,-11.2,45967.92696,-97.3380909,49.88261065,-22.41
45967.92697,-97.33808819,49.88260392,411,45967.92697,-97.33808819,49.88260392,-116.74,45967.92697,-97.33808819,49.88260392,-9.84,45967.92697,-97.33808819,49.88260392,-21.23
45967.92698,-97.3380859,49.88259821,411,45967.92698,-97.3380859,49.88259821,-118.43,45967.92698,-97.3380859,49.88259821,-9.78,45967.92698,-97.3380859,49.88259821,-21.1
45967.92699,-97.3380823,49.88258926,411,45967.92699,-97.3380823,49.88258926,-122.55,45967.92699,-97.3380823,49.88258926,-11.73,45967.92699,-97.3380823,49.88258926,-23.31
45967.927,-97.3380793,49.8825818,411,45967.927,-97.3380793,49.8825818,-117.74,45967.927,-97.3380793,49.8825818,-11.65,45967.927,-97.3380793,49.8825818,-23.62
45967.92701,-97.33808241,49.88257856,411,45967.92701,-97.33808241,49.88257856,-113.17,45967.92701,-97.33808241,49.88257856,-9.54,45967.92701,-97.33808241,49.88257856,-21.09
45967.92702,-97.33809173,49.88257832,411,45967.92702,-97.33809173,49.88257832,-117.03,45967.92702,-97.33809173,49.88257832,-9.26,45967.92702,-97.33809173,49.88257832,-20.89
45967.92704,-97.33810086,49.88257809,411,45967.92704,-97.33810086,49.88257809,-122.01,45967.92704,-97.33810086,49.88257809,-9.87,45967.92704,-97.33810086,49.88257809,-21.64
45967.92705,-97.33810939,49.88257787,411,45967.92705,-97.33810939,49.88257787,-118.86,45967.92705,-97.33810939,49.88257787,-8.84,45967.92705,-97.33810939,49.88257787,-20.32
45967.92706,-97.33811838,49.88257765,411,45967.92706,-97.33811838,49.88257765,-117.98,45967.92706,-97.33811838,49.88257765,-11.64,45967.92706,-97.33811838,49.88257765,-22.66
45967.92707,-97.3381273,49.88257742,411,45967.92707,-97.3381273,49.88257742,-123.99,45967.92707,-97.3381273,49.88257742,-11.62,45967.92707,-97.3381273,49.88257742,-22.82
45967.92708,-97.33813587,49.8825772,411,45967.92708,-97.33813587,49.8825772,-112.36,45967.92708,-97.33813587,49.8825772,-10.83,45967.92708,-97.33813587,49.8825772,-21.87
45967.92709,-97.33814469,49.88257698,411,45967.92709,-97.33814469,49.88257698,-120.31,45967.92709,-97.33814469,49.88257698,-12.32,45967.92709,-97.33814469,49.88257698,-23.52
45967.92711,-97.33815529,49.88257454,411,45967.92711,-97.33815529,49.88257454,-121.05,45967.92711,-97.33815529,49.88257454,-12.68,45967.92711,-97.33815529,49.88257454,-23.88
45967.92712,-97.33817487,49.88256885,411,45967.92712,-97.33817487,49.88256885,-124.8,45967.92712,-97.33817487,49.88256885,-16.24,45967.92712,-97.33817487,49.88256885,-27.02
45967.92713,-97.33819155,49.882564,411,45967.92713,-97.33819155,49.882564,-127.34,45967.92713,-97.33819155,49.882564,-15.36,45967.92713,-97.33819155,49.882564,-26.38
45967.92714,-97.33820753,49.88255936,411,45967.92714,-97.33820753,49.88255936,-124.64,45967.92714,-97.33820753,49.88255936,-15.94,45967.92714,-97.33820753,49.88255936,-26.8
45967.92715,-97.33821611,49.88256786,411,45967.92715,-97.33821611,49.88256786,-122.18,45967.92715,-97.33821611,49.88256786,-13.11,45967.92715,-97.33821611,49.88256786,-24.13
45967.92716,-97.33822283,49.88257989,411,45967.92716,-97.33822283,49.88257989,-126.83,45967.92716,-97.33822283,49.88257989,-15.5,45967.92716,-97.33822283,49.88257989,-26.42
45967.92718,-97.33822867,49.88259096,411,45967.92718,-97.33822867,49.88259096,-126.39,45967.92718,-97.33822867,49.88259096,-15.06,45967.92718,-97.33822867,49.88259096,-25.92
45967.92719,-97.33822279,49.88259142,411,45967.92719,-97.33822279,49.88259142,-127.96,45967.92719,-97.33822279,49.88259142,-14.03,45967.92719,-97.33822279,49.88259142,-25.07
45967.9272,-97.33821689,49.88259189,411,45967.9272,-97.33821689,49.88259189,-122.39,45967.9272,-97.33821689,49.88259189,-14.25,45967.9272,-97.33821689,49.88259189,-25.25
45967.92721,-97.3382112,49.88259234,411,45967.92721,-97.3382112,49.88259234,-135.9,45967.92721,-97.3382112,49.88259234,-18.2,45967.92721,-97.3382112,49.88259234,-29.15
45967.92722,-97.33820567,49.88259277,411,45967.92722,-97.33820567,49.88259277,-128.52,45967.92722,-97.33820567,49.88259277,-15.06,45967.92722,-97.33820567,49.88259277,-25.89
45967.92723,-97.33820169,49.88259308,411,45967.92723,-97.33820169,49.88259308,-121.84,45967.92723,-97.33820169,49.88259308,-15.31,45967.92723,-97.33820169,49.88259308,-27.55
45967.92724,-97.33819452,49.88259365,411,45967.92724,-97.33819452,49.88259365,-125.42,45967.92724,-97.33819452,49.88259365,-13.39,45967.92724,-97.33819452,49.88259365,-24.36
45967.92726,-97.33818857,49.88259412,411,45967.92726,-97.33818857,49.88259412,-128.18,45967.92726,-97.33818857,49.88259412,-15.37,45967.92726,-97.33818857,49.88259412,-26.29
45967.92727,-97.33818093,49.88259487,411,45967.92727,-97.33818093,49.88259487,-116.65,45967.92727,-97.33818093,49.88259487,-11.87,45967.92727,-97.33818093,49.88259487,-23
45967.92728,-97.33816658,49.88259679,411,45967.92728,-97.33816658,49.88259679,-126.63,45967.92728,-97.33816658,49.88259679,-13.25,45967.92728,-97.33816658,49.88259679,-24.46
45967.92729,-97.33815089,49.88259889,411,45967.92729,-97.33815089,49.88259889,-124.65,45967.92729,-97.33815089,49.88259889,-10.33,45967.92729,-97.33815089,49.88259889,-21.55
45967.9273,-97.33813574,49.88260092,411,45967.9273,-97.33813574,49.88260092,-124.57,45967.9273,-97.33813574,49.88260092,-14.79,45967.9273,-97.33813574,49.88260092,-25.88
45967.92731,-97.33812377,49.88260252,411,45967.92731,-97.33812377,49.88260252,-129.46,45967.92731,-97.33812377,49.88260252,-16.36,45967.92731,-97.33812377,49.88260252,-27.23
45967.92733,-97.33811176,49.88260413,411,45967.92733,-97.33811176,49.88260413,-130.92,45967.92733,-97.33811176,49.88260413,-13.12,45967.92733,-97.33811176,49.88260413,-24.09
45967.92734,-97.33809921,49.88260581,411,45967.92734,-97.33809921,49.88260581,-128.04,45967.92734,-97.33809921,49.88260581,-14.55,45967.92734,-97.33809921,49.88260581,-25.48
45967.92735,-97.33808771,49.88260735,411,45967.92735,-97.33808771,49.88260735,-123.52,45967.92735,-97.33808771,49.88260735,-11.39,45967.92735,-97.33808771,49.88260735,-22.49
45967.92736,-97.33808083,49.88261043,411,45967.92736,-97.33808083,49.88261043,-124.82,45967.92736,-97.33808083,49.88261043,-11.11,45967.92736,-97.33808083,49.88261043,-22.18
45967.92737,-97.33809059,49.88263018,411,45967.92737,-97.33809059,49.88263018,-122.5,45967.92737,-97.33809059,49.88263018,-10.65,45967.92737,-97.33809059,49.88263018,-21.83
45967.92738,-97.33809782,49.88264481,411,45967.92738,-97.33809782,49.88264481,-123.41,45967.92738,-97.33809782,49.88264481,-10.24,45967.92738,-97.33809782,49.88264481,-21.89
45967.9274,-97.33810804,49.88265164,411,45967.9274,-97.33810804,49.88265164,-125.2,45967.9274,-97.33810804,49.88265164,-12.41,45967.9274,-97.33810804,49.88265164,-23.48
45967.92741,-97.33812029,49.88264911,411,45967.92741,-97.33812029,49.88264911,-123.4,45967.92741,-97.33812029,49.88264911,-12.4,45967.92741,-97.33812029,49.88264911,-23.47
45967.92742,-97.33813451,49.88264618,411,45967.92742,-97.33813451,49.88264618,-118.2,45967.92742,-97.33813451,49.88264618,-11.33,45967.92742,-97.33813451,49.88264618,-22.49
45967.92743,-97.33814767,49.88264346,411,45967.92743,-97.33814767,49.88264346,-121.59,45967.92743,-97.33814767,49.88264346,-13.06,45967.92743,-97.33814767,49.88264346,-24.22
45967.92744,-97.33816144,49.88264062,411,45967.92744,-97.33816144,49.88264062,-118.31,45967.92744,-97.33816144,49.88264062,-12.29,45967.92744,-97.33816144,49.88264062,-23.49
45967.92745,-97.33817273,49.88263851,411,45967.92745,-97.33817273,49.88263851,-120.02,45967.92745,-97.33817273,49.88263851,-13.4,45967.92745,-97.33817273,49.88263851,-24.38
45967.92746,-97.33818419,49.88263742,411,45967.92746,-97.33818419,49.88263742,-118.72,45967.92746,-97.33818419,49.88263742,-9.82,45967.92746,-97.33818419,49.88263742,-21.13
45967.92748,-97.33819547,49.88263636,411,45967.92748,-97.33819547,49.88263636,-118,45967.92748,-97.33819547,49.88263636,-11.36,45967.92748,-97.33819547,49.88263636,-22.66
45967.92749,-97.33820423,49.88263553,411,45967.92749,-97.33820423,49.88263553,-115.7,45967.92749,-97.33820423,49.88263553,-9.76,45967.92749,-97.33820423,49.88263553,-21.08
45967.9275,-97.33821807,49.88263421,411,45967.9275,-97.33821807,49.88263421,-118.34,45967.9275,-97.33821807,49.88263421,-10.29,45967.9275,-97.33821807,49.88263421,-21.49
45967.92751,-97.33822906,49.88263317,411,45967.92751,-97.33822906,49.88263317,-121.6,45967.92751,-97.33822906,49.88263317,-10.34,45967.92751,-97.33822906,49.88263317,-21.61
45967.92752,-97.33824042,49.88263162,411,45967.92752,-97.33824042,49.88263162,-115.26,45967.92752,-97.33824042,49.88263162,-8.36,45967.92752,-97.33824042,49.88263162,-18.96
45967.92753,-97.33825209,49.88262956,411,45967.92753,-97.33825209,49.88262956,-122.5,45967.92753,-97.33825209,49.88262956,-11.43,45967.92753,-97.33825209,49.88262956,-22.97
45967.92755,-97.33826338,49.88262757,411,45967.92755,-97.33826338,49.88262757,-114.59,45967.92755,-97.33826338,49.88262757,-9.26,45967.92755,-97.33826338,49.88262757,-20.17
45967.92756,-97.33827161,49.88262612,411,45967.92756,-97.33827161,49.88262612,-120.39,45967.92756,-97.33827161,49.88262612,-10.45,45967.92756,-97.33827161,49.88262612,-21.77
45967.92757,-97.33828569,49.88262363,411,45967.92757,-97.33828569,49.88262363,-120.6,45967.92757,-97.33828569,49.88262363,-11.21,45967.92757,-97.33828569,49.88262363,-22.36
45967.92758,-97.3382942,49.88262217,411,45967.92758,-97.3382942,49.88262217,-121.06,45967.92758,-97.3382942,49.88262217,-11.69,45967.92758,-97.3382942,49.88262217,-22.93
45967.92759,-97.33829832,49.88262162,411,45967.92759,-97.33829832,49.88262162,-123.21,45967.92759,-97.33829832,49.88262162,-10.79,45967.92759,-97.33829832,49.88262162,-22.07
45967.9276,-97.33830238,49.88262108,411,45967.9276,-97.33830238,49.88262108,-123.92,45967.9276,-97.33830238,49.88262108,-10.08,45967.9276,-97.33830238,49.88262108,-21.33
45967.92762,-97.33830601,49.88262059,411,45967.92762,-97.33830601,49.88262059,-128.54,45967.92762,-97.33830601,49.88262059,-14.43,45967.92762,-97.33830601,49.88262059,-25.55
45967.92763,-97.33830916,49.88262017,411,45967.92763,-97.33830916,49.88262017,-125.52,45967.92763,-97.33830916,49.88262017,-11.02,45967.92763,-97.33830916,49.88262017,-22.63
45967.92764,-97.33831409,49.88261951,411,45967.92764,-97.33831409,49.88261951,-126.44,45967.92764,-97.33831409,49.88261951,-12.41,45967.92764,-97.33831409,49.88261951,-23.43
45967.92765,-97.33831792,49.882619,411,45967.92765,-97.33831792,49.882619,-126.13,45967.92765,-97.33831792,49.882619,-9.62,45967.92765,-97.33831792,49.882619,-20.82
45967.92766,-97.33831997,49.88261069,411,45967.92766,-97.33831997,49.88261069,-126.46,45967.92766,-97.33831997,49.88261069,-10.82,45967.92766,-97.33831997,49.88261069,-21.97
45967.92767,-97.33832116,49.88259844,411,45967.92767,-97.33832116,49.88259844,-123.91,45967.92767,-97.33832116,49.88259844,-11.96,45967.92767,-97.33832116,49.88259844,-23.08
45967.92768,-97.338323,49.88259032,411,45967.92768,-97.338323,49.88259032,-121,45967.92768,-97.338323,49.88259032,-11.91,45967.92768,-97.338323,49.88259032,-22.99
45967.9277,-97.33832654,49.88258821,411,45967.9277,-97.33832654,49.88258821,-126.05,45967.9277,-97.33832654,49.88258821,-10.97,45967.9277,-97.33832654,49.88258821,-22.1
45967.92771,-97.33832991,49.88258621,411,45967.92771,-97.33832991,49.88258621,-130.22,45967.92771,-97.33832991,49.88258621,-12.51,45967.92771,-97.33832991,49.88258621,-23.63
45967.92772,-97.33833298,49.88258438,411,45967.92772,-97.33833298,49.88258438,-125.56,45967.92772,-97.33833298,49.88258438,-12.78,45967.92772,-97.33833298,49.88258438,-23.9
45967.92773,-97.3383364,49.88258235,411,45967.92773,-97.3383364,49.88258235,-125.83,45967.92773,-97.3383364,49.88258235,-11,45967.92773,-97.3383364,49.88258235,-23.36
45967.92774,-97.33834118,49.88258816,411,45967.92774,-97.33834118,49.88258816,-126.58,45967.92774,-97.33834118,49.88258816,-13.15,45967.92774,-97.33834118,49.88258816,-24.08
45967.92775,-97.33834525,49.88259728,411,45967.92775,-97.33834525,49.88259728,-125.79,45967.92775,-97.33834525,49.88259728,-12.11,45967.92775,-97.33834525,49.88259728,-23.38
45967.92777,-97.33835196,49.88261217,411,45967.92777,-97.33835196,49.88261217,-129.29,45967.92777,-97.33835196,49.88261217,-11.2,45967.92777,-97.33835196,49.88261217,-22.33
45967.92778,-97.33835362,49.88261439,411,45967.92778,-97.33835362,49.88261439,-125.61,45967.92778,-97.33835362,49.88261439,-10.21,45967.92778,-97.33835362,49.88261439,-21.49
45967.92779,-97.33835522,49.88261653,411,45967.92779,-97.33835522,49.88261653,-124.46,45967.92779,-97.33835522,49.88261653,-10.39,45967.92779,-97.33835522,49.88261653,-21.6
45967.9278,-97.3383569,49.88261878,411,45967.9278,-97.3383569,49.88261878,-127.94,45967.9278,-97.3383569,49.88261878,-14.25,45967.9278,-97.3383569,49.88261878,-25.26
45967.92781,-97.33835859,49.88262105,411,45967.92781,-97.33835859,49.88262105,-125.69,45967.92781,-97.33835859,49.88262105,-11.93,45967.92781,-97.33835859,49.88262105,-22.98
45967.92782,-97.33837214,49.88261806,411,45967.92782,-97.33837214,49.88261806,-125.82,45967.92782,-97.33837214,49.88261806,-11.71,45967.92782,-97.33837214,49.88261806,-22.71
45967.92784,-97.3383846,49.88261532,411,45967.92784,-97.3383846,49.88261532,-125.3,45967.92784,-97.3383846,49.88261532,-10.98,45967.92784,-97.3383846,49.88261532,-22.15
45967.92785,-97.33839161,49.88262124,411,45967.92785,-97.33839161,49.88262124,-128.84,45967.92785,-97.33839161,49.88262124,-12.83,45967.92785,-97.33839161,49.88262124,-23.91
45967.92786,-97.33839658,49.88262919,411,45967.92786,-97.33839658,49.88262919,-123.44,45967.92786,-97.33839658,49.88262919,-12.49,45967.92786,-97.33839658,49.88262919,-23.49
45967.92787,-97.3384015,49.88263704,411,45967.92787,-97.3384015,49.88263704,-135.08,45967.92787,-97.3384015,49.88263704,-16.18,45967.92787,-97.3384015,49.88263704,-27
45967.92788,-97.33840355,49.88264062,411,45967.92788,-97.33840355,49.88264062,-126.39,45967.92788,-97.33840355,49.88264062,-12.84,45967.92788,-97.33840355,49.88264062,-23.83
45967.92789,-97.33840419,49.88264262,411,45967.92789,-97.33840419,49.88264262,-125.09,45967.92789,-97.33840419,49.88264262,-9.88,45967.92789,-97.33840419,49.88264262,-21.05
45967.9279,-97.33840474,49.88264433,411,45967.9279,-97.33840474,49.88264433,-132.34,45967.9279,-97.33840474,49.88264433,-12.46,45967.9279,-97.33840474,49.88264433,-23.52
45967.92792,-97.33840526,49.88264594,411,45967.92792,-97.33840526,49.88264594,-129.82,45967.92792,-97.33840526,49.88264594,-11.5,45967.92792,-97.33840526,49.88264594,-22.56
45967.92793,-97.33840577,49.88264754,411,45967.92793,-97.33840577,49.88264754,-125.6,45967.92793,-97.33840577,49.88264754,-9.64,45967.92793,-97.33840577,49.88264754,-20.86
45967.92794,-97.33840627,49.88264909,411,45967.92794,-97.33840627,49.88264909,-128.84,45967.92794,-97.33840627,49.88264909,-11.32,45967.92794,-97.33840627,49.88264909,-22.41
45967.92795,-97.33840642,49.88264956,411,45967.92795,-97.33840642,49.88264956,-125.3,45967.92795,-97.33840642,49.88264956,-9.78,45967.92795,-97.33840642,49.88264956,-20.8
45967.92796,-97.3383791,49.88265579,411,45967.92796,-97.3383791,49.88265579,-130.63,45967.92796,-97.3383791,49.88265579,-11.48,45967.92796,-97.3383791,49.88265579,-22.76
45967.92797,-97.33836291,49.88265946,411,45967.92797,-97.33836291,49.88265946,-125.11,45967.92797,-97.33836291,49.88265946,-11.8,45967.92797,-97.33836291,49.88265946,-22.84
45967.92799,-97.33834559,49.88266275,411,45967.92799,-97.33834559,49.88266275,-128.54,45967.92799,-97.33834559,49.88266275,-13.26,45967.92799,-97.33834559,49.88266275,-24.19
