,,,Cell Identity_0,,,,R0 RSRP_0,,,,R0 RS-CINR_0,,,,R0 RSRQ_0
45967.92677,-97.33802387,49.8826028,148,45967.92677,-97.33802387,49.8826028,-80.8,45967.92677,-97.33802387,49.8826028,19.14,45967.92677,-97.33802387,49.8826028,-8.28
45967.92678,-97.33802528,49.8826072,148,45967.92678,-97.33802528,49.8826072,-86.46,45967.92678,-97.33802528,49.8826072,18.68,45967.92678,-97.33802528,49.8826072,-9.47
45967.92679,-97.3380265,49.88261101,148,45967.92679,-97.3380265,49.88261101,-86.27,45967.92679,-97.3380265,49.88261101,17.79,45967.92679,-97.3380265,49.88261101,-13.35
45967.92681,-97.33802781,49.88261509,148,45967.92681,-97.33802781,49.88261509,-83.82,45967.92681,-97.33802781,49.88261509,16.78,45967.92681,-97.33802781,49.88261509,-8.86
45967.92682,-97.33802972,49.88261862,148,45967.92682,-97.33802972,49.88261862,-82.78,45967.92682,-97.33802972,49.88261862,15.48,45967.92682,-97.33802972,49.88261862,-14.88
45967.92683,-97.33803235,49.88262078,148,45967.92683,-97.33803235,49.88262078,-82.27,45967.92683,-97.33803235,49.88262078,19.94,45967.92683,-97.33803235,49.88262078,-10.1
45967.92684,-97.33803478,49.88262276,148,45967.92684,-97.33803478,49.88262276,-82.45,45967.92684,-97.33803478,49.88262276,19.35,45967.92684,-97.33803478,49.88262276,-8.36
45967.92685,-97.33803672,49.88262435,148,45967.92685,-97.33803672,49.88262435,-84.28,45967.92685,-97.33803672,49.88262435,20.89,45967.92685,-97.33803672,49.88262435,-8.64
45967.92686,-97.33803988,49.88262694,148,45967.92686,-97.33803988,49.88262694,-83.53,45967.92686,-97.33803988,49.88262694,21.53,45967.92686,-97.33803988,49.88262694,-8.84
45967.92687,-97.33804244,49.88262904,148,45967.92687,-97.33804244,49.88262904,-91.27,45967.92687,-97.33804244,49.88262904,18.92,45967.92687,-97.33804244,49.88262904,-8.55
45967.92689,-97.33804502,49.88263114,148,45967.92689,-97.33804502,49.88263114,-86.14,45967.92689,-97.33804502,49.88263114,20.86,45967.92689,-97.33804502,49.88263114,-9.92
45967.9269,-97.33804771,49.88263335,148,45967.9269,-97.33804771,49.88263335,-90.09,45967.9269,-97.33804771,49.88263335,14.72,45967.9269,-97.33804771,49.88263335,-8.74
45967.92691,-97.33805504,49.88263392,148,45967.92691,-97.33805504,49.88263392,-86.35,45967.92691,-97.33805504,49.88263392,17.45,45967.92691,-97.33805504,49.88263392,-10.9
45967.92692,-97.33807743,49.88262975,148,45967.92692,-97.33807743,49.88262975,-87.79,45967.92692,-97.33807743,49.88262975,19.7,45967.92692,-97.33807743,49.88262975,-9.87
45967.92693,-97.33809665,49.88262495,148,45967.92693,-97.33809665,49.88262495,-89.14,45967.92693,-97.33809665,49.88262495,16.77,45967.92693,-97.33809665,49.88262495,-7.56
45967.92694,-97.33809397,49.88261828,148,45967.92694,-97.33809397,49.88261828,-88.67,45967.92694,-97.33809397,49.88261828,19.23,45967.92694,-97.33809397,49.88261828,-9.64
45967.92696,-97.3380909,49.88261065,148,45967.92696,-97.3380909,49.88261065,-87.22,45967.92696,-97.3380909,49.88261065,19.28,45967.92696,-97.3380909,49.88261065,-13.94
45967.92697,-97.33808819,49.88260392,148,45967.92697,-97.33808819,49.88260392,-88.73,45967.92697,-97.33808819,49.88260392,18.48,45967.92697,-97.33808819,49.88260392,-7.98
45967.92698,-97.3380859,49.88259821,148,45967.92698,-97.3380859,49.88259821,-88.94,45967.92698,-97.3380859,49.88259821,16.7,45967.92698,-97.3380859,49.88259821,-14.38
45967.92699,-97.3380823,49.88258926,148,45967.92699,-97.3380823,49.88258926,-92.08,45967.92699,-97.3380823,49.88258926,16.79,45967.92699,-97.3380823,49.88258926,-14.03
45967.927,-97.3380793,49.8825818,148,45967.927,-97.3380793,49.8825818,-91.64,45967.927,-97.3380793,49.8825818,15.35,45967.927,-97.3380793,49.8825818,-8
45967.92701,-97.33808241,49.88257856,148,45967.92701,-97.33808241,49.88257856,-95.69,45967.92701,-97.33808241,49.88257856,17.5,45967.92701,-97.33808241,49.88257856,-14.41
45967.92702,-97.33809173,49.88257832,148,45967.92702,-97.33809173,49.88257832,-89.76,45967.92702,-97.33809173,49.88257832,18.36,45967.92702,-97.33809173,49.88257832,-12.45
45967.92704,-97.33810086,49.88257809,148,45967.92704,-97.33810086,49.88257809,-92.14,45967.92704,-97.33810086,49.88257809,20.12,45967.92704,-97.33810086,49.88257809,-10.6
45967.92705,-97.33810939,49.88257787,148,45967.92705,-97.33810939,49.88257787,-91.33,45967.92705,-97.33810939,49.88257787,16.43,45967.92705,-97.33810939,49.88257787,-9.38
45967.92706,-97.33811838,49.88257765,148,45967.92706,-97.33811838,49.88257765,-94.22,45967.92706,-97.33811838,49.88257765,17.14,45967.92706,-97.33811838,49.88257765,-9.76
45967.92707,-97.3381273,49.88257742,148,45967.92707,-97.3381273,49.88257742,-91.16,45967.92707,-97.3381273,49.88257742,20.13,45967.92707,-97.3381273,49.88257742,-8.95
45967.92708,-97.33813587,49.8825772,148,45967.92708,-97.33813587,49.8825772,-92.05,45967.92708,-97.33813587,49.8825772,16.9,45967.92708,-97.33813587,49.8825772,-9.98
45967.92709,-97.33814469,49.88257698,148,45967.92709,-97.33814469,49.88257698,-88.63,45967.92709,-97.33814469,49.88257698,18.7,45967.92709,-97.33814469,49.88257698,-9.78
45967.92711,-97.33815529,49.88257454,148,45967.92711,-97.33815529,49.88257454,-89.77,45967.92711,-97.33815529,49.88257454,19.68,45967.92711,-97.33815529,49.88257454,-10.85
45967.92712,-97.33817487,49.88256885,148,45967.92712,-97.33817487,49.88256885,-95.22,45967.92712,-97.33817487,49.88256885,16.92,45967.92712,-97.33817487,49.88256885,-15.46
45967.92713,-97.33819155,49.882564,148,45967.92713,-97.33819155,49.882564,-95.06,45967.92713,-97.33819155,49.882564,15.96,45967.92713,-97.33819155,49.882564,-11.42
45967.92714,-97.33820753,49.88255936,148,45967.92714,-97.33820753,49.88255936,-91.95,45967.92714,-97.33820753,49.88255936,19.49,45967.92714,-97.33820753,49.88255936,-10.47
45967.92715,-97.33821611,49.88256786,148,45967.92715,-97.33821611,49.88256786,-91.4,45967.92715,-97.33821611,49.88256786,21.18,45967.92715,-97.33821611,49.88256786,-9
45967.92716,-97.33822283,49.88257989,148,45967.92716,-97.33822283,49.88257989,-92.49,45967.92716,-97.33822283,49.88257989,20.79,45967.92716,-97.33822283,49.88257989,-8.62
45967.92718,-97.33822867,49.88259096,148,45967.92718,-97.33822867,49.88259096,-92.82,45967.92718,-97.33822867,49.88259096,19.37,45967.92718,-97.33822867,49.88259096,-8.22
45967.92719,-97.33822279,49.88259142,148,45967.92719,-97.33822279,49.88259142,-93.15,45967.92719,-97.33822279,49.88259142,19.39,45967.92719,-97.33822279,49.88259142,-9.63
45967.9272,-97.33821689,49.88259189,148,45967.9272,-97.33821689,49.88259189,-91.47,45967.9272,-97.33821689,49.88259189,17.68,45967.9272,-97.33821689,49.88259189,-8.24
45967.92721,-97.3382112,49.88259234,148,45967.92721,-97.3382112,49.88259234,-95.57,45967.92721,-97.3382112,49.88259234,19,45967.92721,-97.3382112,49.88259234,-7.39
45967.92722,-97.33820567,49.88259277,148,45967.92722,-97.33820567,49.88259277,-92.91,45967.92722,-97.33820567,49.88259277,20.03,45967.92722,-97.33820567,49.88259277,-8.52
45967.92723,-97.33820169,49.88259308,148,45967.92723,-97.33820169,49.88259308,-88.39,45967.92723,-97.33820169,49.88259308,18.5,45967.92723,-97.33820169,49.88259308,-9.12
45967.92724,-97.33819452,49.88259365,148,45967.92724,-97.33819452,49.88259365,-88.56,45967.92724,-97.33819452,49.88259365,19.95,45967.92724,-97.33819452,49.88259365,-8.3
45967.92726,-97.33818857,49.88259412,148,45967.92726,-97.33818857,49.88259412,-92.89,45967.92726,-97.33818857,49.88259412,17.62,45967.92726,-97.33818857,49.88259412,-7.81
45967.92727,-97.33818093,49.88259487,148,45967.92727,-97.33818093,49.88259487,-95.11,45967.92727,-97.33818093,49.88259487,16.13,45967.92727,-97.33818093,49.88259487,-7.69
45967.92728,-97.33816658,49.88259679,148,45967.92728,-97.33816658,49.88259679,-96.32,45967.92728,-97.33816658,49.88259679,16.64,45967.92728,-97.33816658,49.88259679,-8.9
45967.92729,-97.33815089,49.88259889,148,45967.92729,-97.33815089,49.88259889,-93.39,45967.92729,-97.33815089,49.88259889,16.39,45967.92729,-97.33815089,49.88259889,-10.9
45967.9273,-97.33813574,49.88260092,148,45967.9273,-97.33813574,49.88260092,-93.8,45967.9273,-97.33813574,49.88260092,19.06,45967.9273,-97.33813574,49.88260092,-9.39
45967.92731,-97.33812377,49.88260252,148,45967.92731,-97.33812377,49.88260252,-90.25,45967.92731,-97.33812377,49.88260252,18.65,45967.92731,-97.33812377,49.88260252,-7.9
45967.92733,-97.33811176,49.88260413,148,45967.92733,-97.33811176,49.88260413,-96.09,45967.92733,-97.33811176,49.88260413,16.74,45967.92733,-97.33811176,49.88260413,-8.29
45967.92734,-97.33809921,49.88260581,148,45967.92734,-97.33809921,49.88260581,-92.8,45967.92734,-97.33809921,49.88260581,17.85,45967.92734,-97.33809921,49.88260581,-7.94
45967.92735,-97.33808771,49.88260735,148,45967.92735,-97.33808771,49.88260735,-91.67,45967.92735,-97.33808771,49.88260735,19.97,45967.92735,-97.33808771,49.88260735,-9.17
45967.92736,-97.33808083,49.88261043,148,45967.92736,-97.33808083,49.88261043,-89.82,45967.92736,-97.33808083,49.88261043,19.89,45967.92736,-97.33808083,49.88261043,-8.44
45967.92737,-97.33809059,49.88263018,148,45967.92737,-97.33809059,49.88263018,-93.14,45967.92737,-97.33809059,49.88263018,18.56,45967.92737,-97.33809059,49.88263018,-8.49
45967.92738,-97.33809782,49.88264481,148,45967.92738,-97.33809782,49.88264481,-90.35,45967.92738,-97.33809782,49.88264481,18.65,45967.92738,-97.33809782,49.88264481,-15.28
45967.9274,-97.33810804,49.88265164,148,45967.9274,-97.33810804,49.88265164,-86.65,45967.9274,-97.33810804,49.88265164,17.37,45967.9274,-97.33810804,49.88265164,-8.95
45967.92741,-97.33812029,49.88264911,148,45967.92741,-97.33812029,49.88264911,-83.2,45967.92741,-97.33812029,49.88264911,16.94,45967.92741,-97.33812029,49.88264911,-10.85
45967.92742,-97.33813451,49.88264618,148,45967.92742,-97.33813451,49.88264618,-80.69,45967.92742,-97.33813451,49.88264618,19.3,45967.92742,-97.33813451,49.88264618,-9.94
45967.92743,-97.33814767,49.88264346,148,45967.92743,-97.33814767,49.88264346,-83.14,45967.92743,-97.33814767,49.88264346,21.92,45967.92743,-97.33814767,49.88264346,-8.62
45967.92744,-97.33816144,49.88264062,148,45967.92744,-97.33816144,49.88264062,-78.05,45967.92744,-97.33816144,49.88264062,21.96,45967.92744,-97.33816144,49.88264062,-8.1
45967.92745,-97.33817273,49.88263851,148,45967.92745,-97.33817273,49.88263851,-88.1,45967.92745,-97.33817273,49.88263851,21.05,45967.92745,-97.33817273,49.88263851,-7.57
45967.92746,-97.33818419,49.88263742,148,45967.92746,-97.33818419,49.88263742,-85.73,45967.92746,-97.33818419,49.88263742,23.39,45967.92746,-97.33818419,49.88263742,-8.41
45967.92748,-97.33819547,49.88263636,148,45967.92748,-97.33819547,49.88263636,-89.71,45967.92748,-97.33819547,49.88263636,18.6,45967.92748,-97.33819547,49.88263636,-8.05
45967.92749,-97.33820423,49.88263553,148,45967.92749,-97.33820423,49.88263553,-87.9,45967.92749,-97.33820423,49.88263553,19.95,45967.92749,-97.33820423,49.88263553,-8.63
45967.9275,-97.33821807,49.88263421,148,45967.9275,-97.33821807,49.88263421,-93,45967.9275,-97.33821807,49.88263421,14.9,45967.9275,-97.33821807,49.88263421,-13.34
45967.92751,-97.33822906,49.88263317,148,45967.92751,-97.33822906,49.88263317,-90.96,45967.92751,-97.33822906,49.88263317,16.6,45967.92751,-97.33822906,49.88263317,-10.25
45967.92752,-97.33824042,49.88263162,148,45967.92752,-97.33824042,49.88263162,-91.84,45967.92752,-97.33824042,49.88263162,20.2,45967.92752,-97.33824042,49.88263162,-10.54
45967.92753,-97.33825209,49.88262956,148,45967.92753,-97.33825209,49.88262956,-94.91,45967.92753,-97.33825209,49.88262956,18.74,45967.92753,-97.33825209,49.88262956,-9.1
45967.92755,-97.33826338,49.88262757,148,45967.92755,-97.33826338,49.88262757,-90.47,45967.92755,-97.33826338,49.88262757,18.08,45967.92755,-97.33826338,49.88262757,-8.48
45967.92756,-97.33827161,49.88262612,148,45967.92756,-97.33827161,49.88262612,-92.79,45967.92756,-97.33827161,49.88262612,19.88,45967.92756,-97.33827161,49.88262612,-9.2
45967.92757,-97.33828569,49.88262363,148,45967.92757,-97.33828569,49.88262363,-95.06,45967.92757,-97.33828569,49.88262363,19.73,45967.92757,-97.33828569,49.88262363,-7.41
45967.92758,-97.3382942,49.88262217,148,45967.92758,-97.3382942,49.88262217,-92.74,45967.92758,-97.3382942,49.88262217,21.23,45967.92758,-97.3382942,49.88262217,-7.85
45967.92759,-97.33829832,49.88262162,148,45967.92759,-97.33829832,49.88262162,-97.69,45967.92759,-97.33829832,49.88262162,15.62,45967.92759,-97.33829832,49.88262162,-9.98
45967.9276,-97.33830238,49.88262108,148,45967.9276,-97.33830238,49.88262108,-93.94,45967.9276,-97.33830238,49.88262108,19.62,45967.9276,-97.33830238,49.88262108,-9.7
45967.92762,-97.33830601,49.88262059,148,45967.92762,-97.33830601,49.88262059,-95.38,45967.92762,-97.33830601,49.88262059,15.69,45967.92762,-97.33830601,49.88262059,-8.03
45967.92763,-97.33830916,49.88262017,148,45967.92763,-97.33830916,49.88262017,-95.37,45967.92763,-97.33830916,49.88262017,18.8,45967.92763,-97.33830916,49.88262017,-9.19
45967.92764,-97.33831409,49.88261951,148,45967.92764,-97.33831409,49.88261951,-95.39,45967.92764,-97.33831409,49.88261951,18.25,45967.92764,-97.33831409,49.88261951,-11.76
45967.92765,-97.33831792,49.882619,148,45967.92765,-97.33831792,49.882619,-94.45,45967.92765,-97.33831792,49.882619,19.41,45967.92765,-97.33831792,49.882619,-8.9
45967.92766,-97.33831997,49.88261069,148,45967.92766,-97.33831997,49.88261069,-92.52,45967.92766,-97.33831997,49.88261069,20.54,45967.92766,-97.33831997,49.88261069,-7.46
45967.92767,-97.33832116,49.88259844,148,45967.92767,-97.33832116,49.88259844,-92.69,45967.92767,-97.33832116,49.88259844,16.17,45967.92767,-97.33832116,49.88259844,-7.42
45967.92768,-97.338323,49.88259032,148,45967.92768,-97.338323,49.88259032,-94.56,45967.92768,-97.338323,49.88259032,18.16,45967.92768,-97.338323,49.88259032,-8.7
45967.9277,-97.33832654,49.88258821,148,45967.9277,-97.33832654,49.88258821,-95.88,45967.9277,-97.33832654,49.88258821,18.11,45967.9277,-97.33832654,49.88258821,-8.76
45967.92771,-97.33832991,49.88258621,148,45967.92771,-97.33832991,49.88258621,-95.76,45967.92771,-97.33832991,49.88258621,19.16,45967.92771,-97.33832991,49.88258621,-15.29
45967.92772,-97.33833298,49.88258438,148,45967.92772,-97.33833298,49.88258438,-92.33,45967.92772,-97.33833298,49.88258438,20.46,45967.92772,-97.33833298,49.88258438,-9.14
45967.92773,-97.3383364,49.88258235,148,45967.92773,-97.3383364,49.88258235,-96.46,45967.92773,-97.3383364,49.88258235,18.85,45967.92773,-97.3383364,49.88258235,-11.34
45967.92774,-97.33834118,49.88258816,148,45967.92774,-97.33834118,49.88258816,-93.2,45967.92774,-97.33834118,49.88258816,20.05,45967.92774,-97.33834118,49.88258816,-9.89
45967.92775,-97.33834525,49.88259728,148,45967.92775,-97.33834525,49.88259728,-91.65,45967.92775,-97.33834525,49.88259728,19.75,45967.92775,-97.33834525,49.88259728,-10.51
45967.92777,-97.33835196,49.88261217,148,45967.92777,-97.33835196,49.88261217,-91.14,45967.92777,-97.33835196,49.88261217,17.63,45967.92777,-97.33835196,49.88261217,-8.41
45967.92778,-97.33835362,49.88261439,148,45967.92778,-97.33835362,49.88261439,-92.8,45967.92778,-97.33835362,49.88261439,16.67,45967.92778,-97.33835362,49.88261439,-13.64
45967.92779,-97.33835522,49.88261653,148,45967.92779,-97.33835522,49.88261653,-92.93,45967.92779,-97.33835522,49.88261653,18.84,45967.92779,-97.33835522,49.88261653,-7.1
45967.9278,-97.3383569,49.88261878,148,45967.9278,-97.3383569,49.88261878,-93.81,45967.9278,-97.3383569,49.88261878,19.01,45967.9278,-97.3383569,49.88261878,-8.74
45967.92781,-97.33835859,49.88262105,148,45967.92781,-97.33835859,49.88262105,-92.21,45967.92781,-97.33835859,49.88262105,19.82,45967.92781,-97.33835859,49.88262105,-8.72
45967.92782,-97.33837214,49.88261806,148,45967.92782,-97.33837214,49.88261806,-90.89,45967.92782,-97.33837214,49.88261806,18.54,45967.92782,-97.33837214,49.88261806,-7.52
45967.92784,-97.3383846,49.88261532,148,45967.92784,-97.3383846,49.88261532,-94.27,45967.92784,-97.3383846,49.88261532,19.52,45967.92784,-97.3383846,49.88261532,-7.58
45967.92785,-97.33839161,49.88262124,148,45967.92785,-97.33839161,49.88262124,-94.8,45967.92785,-97.33839161,49.88262124,19.15,45967.92785,-97.33839161,49.88262124,-6.59
45967.92786,-97.33839658,49.88262919,148,45967.92786,-97.33839658,49.88262919,-94.65,45967.92786,-97.33839658,49.88262919,19.87,45967.92786,-97.33839658,49.88262919,-13.21
45967.92787,-97.3384015,49.88263704,148,45967.92787,-97.3384015,49.88263704,-95.64,45967.92787,-97.3384015,49.88263704,20.61,45967.92787,-97.3384015,49.88263704,-8.83
45967.92788,-97.33840355,49.88264062,148,45967.92788,-97.33840355,49.88264062,-94.41,45967.92788,-97.33840355,49.88264062,18.78,45967.92788,-97.33840355,49.88264062,-9.91
45967.92789,-97.33840419,49.88264262,148,45967.92789,-97.33840419,49.88264262,-95.05,45967.92789,-97.33840419,49.88264262,19.72,45967.92789,-97.33840419,49.88264262,-13.93
45967.9279,-97.33840474,49.88264433,148,45967.9279,-97.33840474,49.88264433,-91.73,45967.9279,-97.33840474,49.88264433,21.21,45967.9279,-97.33840474,49.88264433,-8.33
45967.92792,-97.33840526,49.88264594,148,45967.92792,-97.33840526,49.88264594,-94.6,45967.92792,-97.33840526,49.88264594,17.34,45967.92792,-97.33840526,49.88264594,-9.46
45967.92793,-97.33840577,49.88264754,148,45967.92793,-97.33840577,49.88264754,-92.94,45967.92793,-97.33840577,49.88264754,19.3,45967.92793,-97.33840577,49.88264754,-16.06
45967.92794,-97.33840627,49.88264909,148,45967.92794,-97.33840627,49.88264909,-94.11,45967.92794,-97.33840627,49.88264909,19.83,45967.92794,-97.33840627,49.88264909,-7.9
45967.92795,-97.33840642,49.88264956,148,45967.92795,-97.33840642,49.88264956,-95.34,45967.92795,-97.33840642,49.88264956,19.93,45967.92795,-97.33840642,49.88264956,-8.56
45967.92796,-97.3383791,49.88265579,148,45967.92796,-97.3383791,49.88265579,-99.29,45967.92796,-97.3383791,49.88265579,17.4,45967.92796,-97.3383791,49.88265579,-9.4
45967.92797,-97.33836291,49.88265946,148,45967.92797,-97.33836291,49.88265946,-97.97,45967.92797,-97.33836291,49.88265946,12.43,45967.92797,-97.33836291,49.88265946,-8.35
45967.92799,-97.33834559,49.88266275,148,45967.92799,-97.33834559,49.88266275,-95.84,45967.92799,-97.33834559,49.88266275,18.7,45967.92799,-97.33834559,49.88266275,-9.24
45967.928,-97.33832786,49.88266513,148,45967.928,-97.33832786,49.88266513,-98.32,45967.928,-97.33832786,49.88266513,18.58,45967.928,-97.33832786,49.88266513,-7.61
